frame,vx_sp_ma,vy_sp_ma,vz_sp_ma,vx_sp_lp,vy_sp_lp,vz_sp_lp,vx_sift_ma,vy_sift_ma,vz_sift_ma,vx_sift_lp,vy_sift_lp,vz_sift_lp
1,0.10247432185534823,0.04437105820752936,0.1224112839325445,0.10247432185534823,0.04437105820752936,0.1224112839325445,1.0014173530251673,0.8835077030124734,0.4605817002590692,1.0014173530251673,0.8835077030124734,0.4605817002590692
2,0.13457890455479082,0.051019686844851204,0.09469717647624847,0.11844615633417652,0.03727939929860115,0.11152568852502581,0.7209798581668019,0.2758947545031711,0.12986244578464431,0.9633626953194019,0.5411031825661722,0.32992680389442747
3,0.16920720380189053,0.03397551597082782,0.07160001766520956,0.14331822691809634,0.020554736659371978,0.09446485192843064,0.46784999878444533,0.09037671534702862,0.22630098135405166,0.8207979714938415,0.26360808792859247,0.350350738731159
4,0.19521393948565693,-0.002059687564723969,0.04839392814544431,0.16814811986900935,-0.008591423430915106,0.07126988176021935,1.3577173739141852,-0.27464644445073316,0.2715251176123832,1.4883166934098961,-0.15336978130374168,0.3608309875217602
5,-0.21710457707310135,0.039816196495663744,0.028671300817582096,-0.19494688968028853,0.04052034917204387,0.0470995716642776,-1.0757693291372197,0.40199928836810006,0.19027005248794804,-1.1982685363532588,0.3283968834593783,0.2610519005595199
6,0.22875513728207245,-0.07807359261391629,0.019872740650499283,0.21555143962291745,-0.07582517242811727,0.03279835136472114,0.8251191169629422,-0.4874989012559056,0.15301350408004097,0.8987341341378214,-0.4275341909329068,0.20147272597735144
7,0.22657407598501683,-0.11500282162303233,0.014556522264543332,0.22178894907843555,-0.11195960101021128,0.022505574998095714,0.5620819066842995,-0.4836706672668936,0.12723410564079762,0.5584719880516805,-0.39372289002087696,0.154607626033824
8,0.23548571934101883,-0.16552788670363808,-0.005605509385372256,0.21890261207050202,-0.15366510485478277,0.014644507922187695,0.9424991390660511,-1.054926556621596,0.03093289387021289,1.2709431341584714,-1.2106071203426088,0.082307949034495
9,0.22437200852645914,-0.22171229502611103,-0.019516897239454815,0.20638343077890442,-0.20077614651232392,0.006092397383097857,0.6333415603323768,-0.9814599766888492,0.10098715760714856,0.6759609836795268,-0.8818585829724228,0.12497805213647875
10,0.1907227724004335,-0.27712474384190955,-0.02640199659438971,0.17399914371662034,-0.25145456867834215,-0.00024650445385277723,0.45788668506844865,-1.2061120706848396,0.07118800751100483,0.4503560825953479,-0.9365275845594764,0.1402533555211155
11,0.14759938488390015,-0.3132751428190377,-0.02505943516764448,0.13097653999955833,-0.2812635902188118,-0.002980940869062376,0.318501017754365,-0.7871158845635694,0.02823393887754282,0.3310331554428595,-0.9525129815301632,0.13022374463347383
12,0.09769271792436073,-0.34577970430466104,-0.014749764908338786,0.08361961804837421,-0.31986685412307825,0.002289477391474399,0.11756456645379475,-0.8350024301285225,0.06041428018325685,0.09276136709182738,-0.8479810948588683,0.1261235970129502
13,0.034343227412935384,-0.36573797727923085,0.01669055071315227,0.020491861675468674,-0.34461405834480785,0.04053893590741689,-0.9245950263276627,-0.9908488427729562,0.11045300499851457,-1.299993981877965,-0.8890848271819811,0.16106747468777685
14,-0.04046254300100361,-0.37677258254538526,0.049319868109284654,-0.05111005482004974,-0.3547520380495776,0.07386689489729326,-0.6728200478368623,-0.7872153894505594,0.13101205198346752,-0.5190307264481352,-0.38511020804183754,0.14950542217415477
15,-0.10726358270007874,-0.3663031874453425,0.08159519604038323,-0.10961002520457325,-0.3426077971852364,0.10136560700759392,-0.6626630027870151,0.1250588390751565,0.14710511931877418,-0.8784621298157013,-0.18255960071738325,0.11128823407645572
16,-0.14750543720581732,-0.3624145514716562,0.11233086973743059,-0.14167886609121005,-0.34803722824434274,0.12030373083457299,-0.8920509530449315,0.0981152926779715,0.11959437331536456,-0.8297704093460972,-0.009775263950896283,0.10955296673522662
17,-0.16313479282701907,-0.3688508242020775,0.14065931422884898,-0.15742164407623238,-0.35948595503193465,0.1331386883720373,-0.8596378818944075,-0.07887043341412035,0.05062881497502436,-0.7043816436616206,-0.3994502315570776,0.036496849340464245
18,-0.17145631372827566,-0.38259507396348175,0.16912040233714506,-0.16001030092656088,-0.3681646259872499,0.1439643904795397,-1.1486372926389834,0.23336535466756755,0.09599280286148891,-1.0033639278689548,-0.0667072146191685,0.115397179107557
19,-0.16998846267131584,-0.3896711574318717,0.19611795548356642,-0.16338439774788213,-0.37808083646782487,0.15505567686667046,-1.1326988528819375,0.4615875647364348,0.14611212194461645,-0.8420866989015541,0.2539117006777781,0.1839595963350188
20,-0.16664289805272378,-0.3960258927584576,0.1980174451015238,-0.16564264966548847,-0.38259184646803246,0.16316150520544995,-0.25834730730811395,0.28025920830755596,0.19118677223814048,-0.6422960470915512,0.3870305028220622,0.23188427961070052
