frame,vx_sp_ma,vy_sp_ma,vz_sp_ma,vx_sp_lp,vy_sp_lp,vz_sp_lp,vx_sift_ma,vy_sift_ma,vz_sift_ma,vx_sift_lp,vy_sift_lp,vz_sift_lp
1,0.11492395612129068,0.05578018388914133,-0.10552419284177784,0.11492395612129068,0.05578018388914133,-0.10552419284177784,0.3566570665505402,0.29251725597829686,-1.3352106465536946,0.3566570665505402,0.29251725597829686,-1.3352106465536946
2,0.0963583514380521,0.0258478014510823,-0.14045997471797508,0.11184517225694554,0.032929846043362736,-0.11942992692688213,0.19979540204594268,-0.06732845880380132,-0.7538851386160635,0.3183751980327624,0.11634627741046817,-1.102185469807428
3,0.07703055714367754,-0.0011117997757512934,-0.17022641745918896,0.09958585532871875,0.003908283912536386,-0.14125722052783682,0.240647728878621,0.003891826555048026,-0.4694009272178287,0.343645246594717,0.08197834280190429,-0.8608900452227055
4,0.0518882278849625,-0.02190495217520053,-0.19308672051925477,0.07492629712360709,-0.02149922712661839,-0.16538086966294102,0.3318091370884721,-0.41669635562647994,-1.307218371246554,0.40625131308079915,-0.30319546576454093,-1.4532172072390288
5,-0.02690920606936021,0.026887291826516602,-0.21930512658621604,-0.045145480632505605,0.03033750392747357,-0.1972462409728306,-0.1675744386012301,0.3402633893399844,-1.1005568607013987,-0.24373758350308247,0.263511720762125,-1.2177822697324892
6,0.014382572940475425,-0.024303852965958526,-0.24087712395361782,0.02666917620304389,-0.028449592168775274,-0.22752359766756283,0.08217150714919796,-0.3011531857553337,-0.9189365976260365,0.14768283632812662,-0.23915770457654695,-0.9757526119819596
7,0.007252870113218196,-0.019808613253446867,-0.25363037662365573,0.014897848696823559,-0.022160849829256975,-0.2480297198658442,0.029117560376109224,-0.25234580520507255,-0.7081918271962904,0.08651177266073236,-0.1888773170216975,-0.6690689545169359
8,-0.008156746287434818,-0.0020820900205976516,-0.2877734515495611,0.00900142974907961,-0.012855166555306989,-0.26739390155519777,-0.1698928872537398,-0.3086885708008188,-1.370393842676793,-0.09732524590485522,-0.2927185597399823,-1.7298798483872677
9,-0.00839019886967271,0.01905001742983983,-0.31535178872593744,0.010573572136014913,0.0017617799287403357,-0.28779748872783745,-0.09293429624748495,-0.2302360036061026,-1.1458351640233302,-0.004453186989088091,-0.17807434239432787,-1.1038509967569985
10,0.0018580716320425953,0.03212678265919388,-0.3359088900155827,0.014727992771530142,0.009334021224085012,-0.30528859324331803,-0.16602228140491757,-0.18455019924577779,-1.2679953082971096,-0.015574032271337667,-0.17365630928901765,-1.0340098922492453
11,0.022852962893619218,0.03499323144193912,-0.3446854865780531,0.02573046960111041,0.012552509395092119,-0.30895521465657266,0.041759845759859686,-0.014557680647837783,-0.8484312927772442,0.034700018202992226,-0.12532180594510997,-1.0084207987460738
