frame,vx_sp_ma,vy_sp_ma,vz_sp_ma,vx_sp_lp,vy_sp_lp,vz_sp_lp,vx_sift_ma,vy_sift_ma,vz_sift_ma,vx_sift_lp,vy_sift_lp,vz_sift_lp
1,0.04439171345071319,-0.10199712450090083,0.12280171924953247,0.04439171345071319,-0.10199712450090083,0.12280171924953247,0.8835920786153324,-0.9996098931527965,0.46433089381941345,0.8835920786153324,-0.9996098931527965,0.46433089381941345
2,0.05094825412867083,-0.134928931726264,0.09423642615219181,0.03719571138246133,-0.11885835153639981,0.11111433790554684,0.2757909424899919,-0.7214589847723916,0.1273986483500842,0.5408488666790581,-0.9645837338057845,0.32676100858818
3,0.03371389175623835,-0.1697941801843294,0.07032272685111782,0.020209534681254956,-0.14409470422569892,0.09335154277256973,0.08954977100572482,-0.4697070265017102,0.22275514353000722,0.2623272492274466,-0.823673096594678,0.34451591896186395
4,-0.0020717576593021,-0.19522984206522442,0.04832921839952602,-0.008609161484392648,-0.1681715439007507,0.0712124496049756,-0.2747142406812585,-1.3578064807543213,0.27101046688414865,-0.15345978342381605,-1.4884352086381711,0.3603034773817924
5,0.03963405870123063,0.216950477863717,0.030056645282134142,0.04022785713855495,0.19469582641079872,0.0483716118426657,0.4008021983605125,1.0747527183230332,0.19836824968023442,0.3267692812571354,1.1968760764147393,0.2693503064756113
6,-0.07806864372863272,-0.22875238961299413,0.019923745387410444,-0.07581720060622643,-0.21554684459280526,0.03284694244263737,-0.48746192342755557,-0.8250978377621327,0.15324587975810203,-0.4274857334955426,-0.8987058676364251,0.20170150898666644
7,-0.11508315549076771,-0.22660155825773262,0.013451927282605235,-0.11208240153340093,-0.22183369999153602,0.02142745697109565,-0.4843544318058343,-0.5623409640647976,0.12343146421879089,-0.3945542646882311,-0.558792849207867,0.15129334910393738
8,-0.1655329614343726,-0.23548773253396565,-0.005365960340610541,-0.15364751497306264,-0.21889996523687388,0.014866943044923238,-1.0548866607787808,-0.942496818398178,0.032332509170128955,-1.2105078462856855,-1.270929816208645,0.08395716119365687
9,-0.22181744971228726,-0.22437834276700405,-0.018205151855119162,-0.20072911073254515,-0.2063907210928188,0.007279640484975469,-0.9808168971246992,-0.6333818553623499,0.10681415402614756,-0.881072343311042,-0.6759994282758682,0.13020608341410195
10,-0.2770902128463411,-0.1907279445365175,-0.0267250837859524,-0.2514560606156099,-0.17399632618774455,-0.0005393891180869364,-1.2062148932088843,-0.4578502649996969,0.06966377874346956,-0.9367261579319479,-0.450300880246194,0.13909976204840108
11,-0.3128047208497287,-0.14775231331576394,-0.029619745800380588,-0.2812005274483821,-0.13095387015800608,-0.007091859762310052,-0.7875990289017859,-0.31813931028408343,0.01632844978340217,-0.9548517121557809,-0.3298097165448528,0.11535125624837828
12,-0.3451836323083912,-0.09794375949216289,-0.024089553176543408,-0.3198408182698712,-0.08349671262712718,-0.006514333795470331,-0.8366590479138931,-0.1160498964307738,0.03513445514437964,-0.8517997823041487,-0.08977935231106958,0.09980265002235383
13,-0.36611259884027114,-0.03380028353425638,0.0064347167750188495,-0.34571936481469534,-0.01924152544895458,0.030496809977957787,-0.99285752018793,0.9275645802126297,0.052107124165527034,-0.8923260850994066,1.3043050485805117,0.09455904158246363
14,-0.3776905685531992,0.041994748878209025,0.04016865976058557,-0.35617959759264456,0.05339085838868443,0.06483112574270518,-0.789287098490056,0.6766034162614949,0.09376959626838147,-0.38776831071764045,0.5234207259073528,0.1253838884729051
15,-0.36748212162605287,0.11023326277120189,0.07174116940204571,-0.34410410921325585,0.11329860362648166,0.09178907909074131,0.12317662275826696,0.6675868934267585,0.12472828049002198,-0.18367172018349712,0.8819749116388264,0.07611666586762532
16,-0.36354903211308376,0.15152058592117448,0.10292715244964587,-0.3492657539033806,0.145978332303602,0.11126347397855012,0.09737337553623386,0.8957240524151648,0.08877598366666649,-0.010440106866673111,0.8331545216713777,0.07975517362114747
17,-0.36928895881834134,0.16486638223416586,0.13745426413349196,-0.35990001317970644,0.15906205566215775,0.13003414625431436,-0.0788708328650166,0.8601951949309392,0.040059062663922264,-0.3994319151294692,0.7048309388225226,0.026711426109359077
18,-0.3818237440457015,0.16855738269278822,0.17371530113311348,-0.3675099912798909,0.15753002854086792,0.1483068790530411,0.2336160540190424,1.146962708067378,0.11376169218438832,-0.06633659763792561,1.0013148123229825,0.132187879978692
19,-0.3883188239246875,0.16510577068243454,0.20285590036233314,-0.37701478905256425,0.1594922305147153,0.1615670774053952,0.4624082702148875,1.1290236661333888,0.17000787148283875,0.25505076674024757,0.8375178820383788,0.20232448428922586
