frame,vx_sp_ma,vy_sp_ma,vz_sp_ma,vx_sp_lp,vy_sp_lp,vz_sp_lp,vx_sift_ma,vy_sift_ma,vz_sift_ma,vx_sift_lp,vy_sift_lp,vz_sift_lp,vx_gt,vy_gt,vz_gt
1,-0.16034387476375625,-0.16220318443620693,14.987270938674873,-0.16034387476375625,-0.16220318443620693,14.987270938674873,-4.345625735100801,3.1388680622484024,12.925145748348054,-4.345625735100801,3.1388680622484024,12.925145748348054,0.07199372767463394,-0.33355193806163996,14.755862417985659
2,-0.20109587576362958,-0.17312009567989284,14.905221652588697,-0.1766446751637056,-0.1665699489336813,14.954451224240405,-3.508949913495494,2.1900062027530334,13.102939067744696,-4.010955406458678,2.7593233184502552,12.996263076106711,0.041651738305909895,-0.3378804108445135,14.683781615313222
3,-0.1774523148459041,-0.16285489737644573,14.80220350812993,-0.16734877873305512,-0.16172085930085534,14.882794423234804,-2.3818065724708313,1.523813143624584,13.519534729315202,-3.234268303251244,2.2457440598337413,13.267555671376611,0.03758005401973499,-0.31816225472608245,14.588796621764319
4,-0.21851733734805362,-0.15565118738466655,14.759357682404968,-0.20222150395734456,-0.1561846989225501,14.83239957963386,-1.8969531991285322,1.1401886975349693,13.459834143771737,-2.6758932584213224,1.794458319720218,13.270191014529559,-0.013687918890406145,-0.26212399218479565,14.605414487277173
5,-0.21347162566453867,-0.17808093692392504,14.700523651647774,-0.20043495895197141,-0.17850774615423187,14.75895716943089,-1.6715216222262295,0.9178094602262021,13.621061025218676,-2.2946736696604617,1.4412251579744009,13.469346521824937,-0.011288740960685537,-0.25002966886031774,14.594611833919872
6,-0.22075781298749772,-0.1763036678006565,14.687017365602953,-0.21178571708203575,-0.1762896613602483,14.731062922620481,-1.922343953072667,0.9942549673806208,13.72854561284997,-2.4710300571893407,1.4282766270100637,13.62867092766124,-0.00680861705441807,-0.26619103265461164,14.526363407186889
7,-0.2140795177394462,-0.1764152905708558,14.6779874397812,-0.20423052291585608,-0.176448734526609,14.709611915066521,-2.0329961219248616,0.9717726957283646,13.805320318300895,-2.5162058727590786,1.3099971147710165,13.756130452330282,0.02169606526118706,-0.24975444692910992,14.479098979710141
8,-0.20014683209199077,-0.18222901612497305,14.625446725024625,-0.1759474333789985,-0.18173884028429269,14.691586719128988,-1.5640760101826459,0.5507369760450802,13.967086614279639,-2.2256016887883208,1.0863212967098956,13.816406325904076,0.0017119536171869287,-0.18834045759559498,14.407263604331241
9,-0.18161267700648911,-0.1794176214605295,14.592838902532112,-0.16317970493619707,-0.178262521081929,14.672252897114177,-1.1566613606102536,0.360197248559843,14.170200644588787,-1.7445556600073446,0.8505302875401174,13.993631180584337,-0.008097076206162207,-0.2103588634546944,14.416997492623628
10,-0.16263992947648234,-0.1796949680772277,14.592013651464464,-0.1300149560090388,-0.17146320228283096,14.655880410039114,-1.0488517603068093,0.3500916503383373,14.119154576455717,-1.270215065665355,0.7045617975955231,13.993985659572417,-0.047929208461827605,-0.22726835605919793,14.350535642013856
11,-0.07836373141142226,-0.16430658556717453,14.58688470915373,-0.05436776848704737,-0.14243483779405608,14.643687849842278,-0.8132916531188431,0.3298282330730263,14.44947899254143,-0.7748665182894584,0.533143725758208,14.313789187606197,-0.08721258461945444,-0.2868456603510037,14.32772691359421
12,0.25657110660641985,-0.06531518228833036,14.605417577787431,0.38675680264924533,-0.028919892661054866,14.63393380168481,-0.7138749776907777,0.3074062227661617,14.41674278392702,-0.6346689319556789,0.40078266837518267,14.258394368226073,-0.11763716869752766,-0.28469130924416086,14.292064011684214
13,0.2925844693429226,-0.06417152465821559,14.601907816884014,0.30838640003004153,-0.05501825788354599,14.626130563158835,-0.4328700023423216,0.16238768727335057,14.386962965240274,-0.7496193015376758,0.39289668564075336,14.218217458620707,-0.09787363235702654,-0.300056433096202,14.224094765223757
14,0.30000717942772803,-0.07103580272923196,14.607524743558495,0.22229896489253326,-0.08904160104467007,14.633529724841473,-0.4968657008567004,0.365001619347332,14.354226756625865,-1.2286712461578773,0.7653526665791422,14.18193698503768,-0.08917208517288835,-0.24518716385877243,14.203460932628715
15,0.2888399292737354,-0.07678751278612017,14.547190597261459,0.14964200665212335,-0.11986552757838505,14.546253162133102,-0.5317513538010237,0.4567104776961997,13.779204233454177,-1.2444139016294125,0.7789981398448109,13.352020019629629,-0.048628229663013584,-0.21964066876061217,14.111274685400803
16,0.2901790372543368,-0.07455310309977779,14.505976561261447,0.0991665982615425,-0.12563569735632352,14.498286401117454,-0.5710234527746568,0.44314330403062074,13.491970040303853,-1.014586368843304,0.585677718916239,13.219994265154329,-0.055778380337261374,-0.21495659004380557,14.04720743245199
17,0.29881942225996955,-0.08980691296265156,14.4383706252737,0.0919586255570386,-0.15071707711036986,14.42205890285889,-0.6768756205237642,0.38832143068781994,13.386943021119825,-0.8344326675828732,0.41592912001649923,13.22803830037077,-0.0660413601157614,-0.2468095024336922,14.000957847662336
18,0.23834753166951544,-0.12677251866792535,14.390745713347375,0.038550449939178895,-0.1775897856434705,14.389955767401243,-0.8480396732769809,0.3759880950766919,13.011146315254313,-0.6658702736779761,0.28497091383940976,13.174915912033168,-0.05736042316365278,-0.2199149454181239,13.909026602197658
19,-0.09374585624354624,-0.21492624217412143,14.333921327953759,-0.003839365688060061,-0.18045906384926091,14.351393996180917,-0.9035111548140021,0.3132894181421867,12.629032995783517,-0.6251320104183226,0.11446627113183683,12.812337100508532,-0.05987399784670122,-0.2463828893485213,13.813244813545987
20,-0.10632184615444114,-0.21865518724235153,14.216380853082384,-0.021696920515055645,-0.18147011792963297,14.235542053935799,-0.7567457130644554,0.18015206739780032,12.276233184690287,-0.5365181458584257,-0.022548723196064283,12.567451908916155,-0.04395301355926429,-0.26639529443116783,13.762022439567168
21,-0.0900913830049975,-0.2101666210205237,14.097004757931709,-0.01904504313432338,-0.17831909637098065,14.153932384252093,-0.44304657670751496,-0.13249375991656218,12.084101207054228,-0.6190115307147603,-0.004707818730419431,12.59233977658355,-0.04453966425763703,-0.3030831794667894,13.702835819207316
22,-0.08607514935139446,-0.1993978484896046,14.048609987766175,-0.03781047265431774,-0.1762112422961468,14.094822611429855,-0.6224701194759981,-0.2291529257676248,12.256019692771272,-1.0078790891507952,0.027626919405673914,12.321028132870188,-0.029061943241377675,-0.2912879616449177,13.603132805642415
23,-0.07727405817692427,-0.19788926464019685,13.98019203754652,-0.03847385753935212,-0.16860025174136212,14.041356830247338,-0.9190731535991316,-0.06822478673035508,12.066038350936537,-1.2406027666327972,0.20988013721710702,12.129226877178148,-0.0427036162216943,-0.2309329629187563,13.458425461146854
24,-0.08702254502241022,-0.18711579754272384,13.907544285205335,-0.03180162066735738,-0.17000586668193857,13.95480839288514,-1.0313301054158537,-0.020094018586282823,11.917227289700033,-1.1724055183578785,0.1826741300588948,12.147088904258723,-0.08300401728513418,-0.23474260851053108,13.342232059825365
25,-0.05897381998462942,-0.17330951174783824,13.835583988282876,-0.02118953198744482,-0.1736920171878856,13.915410943730798,-1.2388758466905656,0.07336791003368734,11.796658238301445,-1.2268125920825772,0.22921362194128442,12.141359723185504,-0.11825192002603252,-0.2334461606499272,13.205933529685506
26,-0.02359007046503567,-0.17935414643430422,13.756693114358535,-0.0020941019019277817,-0.18580333764584533,13.861310913750486,-1.3162027264953147,0.20432452591617628,11.942676686332097,-1.182143496868652,0.25319969984882107,12.18991797667332,-0.09704560057047901,-0.2528598542285508,13.074871402892269
27,-0.022701842358150044,-0.17369627986583458,13.73333316557011,-0.019057190136509933,-0.17782452377104302,13.810771659687658,-1.3043039959510627,0.2645941746471663,12.083466827241702,-0.9654691122567363,0.17281552800090919,12.26662280712143,-0.11028752697466865,-0.26109836020852667,12.878038867941905
28,-0.028324310205318493,-0.18146766625347438,13.580408767068482,-0.02480471381752264,-0.1862825619868044,13.600021910951302,-1.2608941823875297,0.2604542227476471,12.015844793717113,-0.9013985648444627,0.14578764956783255,12.257005648213347,-0.09612341351607095,-0.28395754348953384,12.76105899055044
29,-0.00886782306036874,-0.1834474435958878,13.492141988997398,-0.015179127197947496,-0.18535370306818463,13.528120743489703,-0.899510664160757,0.2103722557575133,12.187897233999538,-0.7278517909370753,0.0779085402580881,12.293634246569416,-0.08718350384416364,-0.28071135147081744,12.573319710879588
30,-0.01662113468693732,-0.19344883920113937,13.391346860115723,-0.031223417451451935,-0.18991617420634457,13.446882155460873,-0.6048923152332166,0.060700679028654565,12.295518012574263,-0.6041152395632647,0.04056522647863605,12.257980858142147,-0.08236425083763596,-0.2730633085675422,12.361209445198382
31,-0.016397480735241065,-0.1917169314259862,13.205538668657528,-0.025688153064662485,-0.1846339337687101,13.219097185014494,-0.50961903662033,0.03714698177002963,12.276868569380877,-0.5298329066442116,0.01424702530604309,12.223982868559181,-0.08774936106891953,-0.26171780213447193,12.17866085570764
32,-0.015553418366778074,-0.18725348551118887,12.96871295841684,-0.015117070589440715,-0.17914564657658655,12.995285983097316,-0.30983802818389977,-0.04348522525207642,12.180991297402434,-0.43306109090064115,-0.018413151691945406,12.068646713856053,-0.0719684571455269,-0.23984760743566763,11.963748286595951
33,-0.012847675536773172,-0.1794896258436661,12.72166645791383,0.0065519071784823635,-0.17929683762227425,12.779345844539492,-0.1901091132544917,-0.10612933732024785,12.074061793837378,-0.37952181502193183,-0.03260347595320283,11.98204626421868,-0.06829202615847971,-0.2242318882967513,11.8875546994003
34,-0.0050046001718043204,-0.1820278684084145,12.47334733821181,-0.0011600773612254226,-0.17617286334283394,12.59755283673603,-0.204044493171137,-0.09782281264603665,11.913333672874941,-0.34288129866266354,-0.044197878096814275,11.875306067810302,-0.13347758879419,-0.1749332270997755,11.76101841093608
